source_file,region,number,source_row,article,cadastral_number,match_index,cadastral_number_raw,area_ha,price_per_sotka_rub,price_per_plot_rub,sale_price_rub,discount_limit_percent,wholesale_only,service_notes,recommended_usage,land_use,owner,partner,right_date,balance_value,valuation_per_sotka,valuation_per_plot,context,recommendations,location_description,best_use
chemalsk.csv,7 Чемаль. рн,1,12,2/2 - Ч,04:05:060402:4134,0.0,04:05:060402:4134 ,0.0704,1000000.0,7040000.0,,,ШОУ-РУМ. Дом  введен в эксплуатацию. Участок 25,,"1, 4",Ж2 многоэтажка,ЩЕКИНА КРИСТИНА,,,310359.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.",Продажа только с коттеджем. Готовность 100%. Полная стоимость зу с коттеджем 12 500 000.,,
chemalsk.csv,7 Чемаль. рн,2,13,2/3 - Ч,04:05:060402:4135,0.0,04:05:060402:4135 ,0.061,1000000.0,6100000.0,,,Под ключ.  Дом  введен в эксплуатацию. Участок 24,,"1, 4",Ж2 многоэтажка,ЩЕКИНА КРИСТИНА,,,268919.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 55%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 11 625 000. Остаточный взнос 7 875 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 90%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 11 450 000. Остаточный взнос 1 050 000.",,
chemalsk.csv,7 Чемаль. рн,15,14,2/4/1 - Ч,04:05:060402:4368,0.0,"04:05:060402:4368; 25,1522 Га    18 участков",,,,,,,,,,,,,,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.",,,
chemalsk.csv,7 Чемаль. рн,3,15,2/4/1-Ч12,04:05:060402:4464,0.0,04:05:060402:4464 ,0.0673,1000000.0,6730000.0,,,участки отдельно от строений не продаются. Участок 30. ,,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,1887696.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 27%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 6 725 000. Остаточный взнос 12 775 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 45%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 6 725 000. Остаточный взнос 5 775 000.",,
chemalsk.csv,7 Чемаль. рн,4,16,2/4/1-Ч13,04:05:060402:4465,0.0,04:05:060402:4465 ,0.065,1000000.0,6500000.0,,,участки отдельно от строений не продаются. Участок 30.,,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,1823183.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 27%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 6 725 000. Остаточный взнос 12 775 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 45%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 6 725 000. Остаточный взнос 5 775 000.",,
chemalsk.csv,7 Чемаль. рн,5,17,2/4/1-Ч14,04:05:060402:4466,0.0,04:05:060402:4466 ,0.0659,1000000.0,6590000.0,,,участки отдельно от строений не продаются. Участок 18.,,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,1848427.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 48%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 10 400 000. Остаточный взнос 9 100 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 80%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 10 400 000. Остаточный взнос 2 100 000.",,
chemalsk.csv,7 Чемаль. рн,6,18,2/4/1-Ч15,04:05:060402:4467,0.0,04:05:060402:4467 ,0.0655,1000000.0,6550000.0,,,участки отдельно от строений не продаются. Участок 19.,,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,1837208.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 48%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 10 400 000. Остаточный взнос 9 100 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 80%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 10 400 000. Остаточный взнос 2 100 000.",,
chemalsk.csv,7 Чемаль. рн,7,19,2/4/1-Ч16,04:05:060402:4468,0.0,04:05:060402:4468 ,0.0651,1000000.0,6510000.0,,,участки отдельно от строений не продаются. Участок 20.,,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,1825988.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 48%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 10 400 000. Остаточный взнос 9 100 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 80%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 10 400 000. Остаточный взнос 2 100 000.",,
chemalsk.csv,7 Чемаль. рн,8,20,2/4/1-Ч17,04:05:060402:4469,0.0,04:05:060402:4469 ,0.0646,1000000.0,6460000.0,,,участки отдельно от строений не продаются. Участок 21.,,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,1811964.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 51%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 10 925 000. Остаточный взнос 8 575 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 85%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 10 925 000. Остаточный взнос 1 575 000.",,
chemalsk.csv,7 Чемаль. рн,9,21,2/4/1-Ч18,04:05:060402:4470,0.0, 04:05:060402:4470 ,0.0647,1000000.0,6470000.0,,,участки отдельно от строений не продаются. Участок 23.,,"1, 4",Ж2 многоэтажка,ПЕРСПЕКТИВА,,,1814768.0,,,"ТУРИСТИЧЕСКИЙ ПОСЁЛОК ""АВАТАР"" | Продажа только готовых зданий или с подрядом на строительство согласно ген плана | Туристический поселок ""Аватар"" находится в центральной части Чемальского р-на на левом берегу реки Катунь.
Ровная площадка земель населенных пунктов (ижс) от берега р.Катунь до гор примыкает к селу Аюла. Общая площадь участка 26 гектар. Электролиния проходит по границе участка. Вода из скважины. Канализация автономная. Есть проект подведения газа. К участку подходит асфальтовая дорога. Туристический поселок предназначен для инвесторов, которые хотят получать пассивный доход в течении своей жизни и передавать по наследству. Жилые дома строятся под ключ , под тапочки и будут использованы как апарт отели для туристов и отпускного жилья для покупателей. Публичное акционерное общество 7 звезд и ее дочерние компании берут на себя застройку, управление ,эксплуатацию поселка и реализацию туристических путевок. В холдинге акционерного общества есть предприятия , имеющие опыт эксплуатации туристических баз и реализации туристических путевок с 1993 года. Мы умеем строить, правильно обслуживать клиентов и продавать путевки туристам. Все это позволит нам отчислять высокий пассивный доход инвестору.","Продажа только с коттеджем. Два варианта готовности. 1. ""Под ключ""  - с читстовой отделкой. Готовность 51%. Полная стоимость зу с коттеджем 19 500 000. Первоначальный взнос (включая стоимость участка) 10 925 000. Остаточный взнос 8 575 000. 2. ""Теплый контур"" - без чистовой отделки. Готовность 85%. Полная стоимость зу с коттеджем 12 500 000. Первоначальный взнос (включая стоимость участка) 10 925 000. Остаточный взнос 1 575 000.",,
